Project: SC    Server: flnserv045\DefaultCollection    Query: FUNC BACKLOG - Time    List type: Flat    ;;;;;;;;;;;
ID;Work Item Type;Title;State;Assigned To;TipoSolicitacao;Iteration Path;Description;Created Date;Effort;DataPrevistaEntrega;Closed Date
56017;SOLICITACAO SC;17261/2022 - SEA - NAO EXIBE TODOS COMISSIONADOS NA PESQUISA;CONCLUIDA;Eneida de Farias Bastos;CORRETIVA;\FUNC\Sprints 2022\Sprint 5;"Informaá‰es principais
Data da solicitaá∆o: 24/02/2022 00:00:00

N£mero: 17261/2022

Assunto: SEA - NAO EXIBE TODOS COMISSIONADOS NA PESQUISA

Cadastrador: TATIANE TOMASI ROCHA

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\CARGO EM COMISSAO\08.PESQUISAR OCUPANTES DE CARGO EM COMISSAO

Descriá∆o: 
ERRO- RELAT‡RIO DE OCUPANTES DE CARGO COMISSIONADO- ARESC, ‡RG«O 1903
CAIXA DE ENTRADA

MARCIA DE PAULA KIKUCHI
1442 (Hµ 25 MINUTOS)
PARA MIM

BOA TARDE, TATI

CONFORME CONVERSAMOS, NO RELAT‡RIO PESQUISAR OCUPANTES DE CARGO EM COMISS«O, DA ARESC, ‡RG«O 1903, N«O ESTµ LISTANDO TODOS OS OCUPANTES CADASTRADOS NO SISTEMA E QUE EST«O VIGENTES.
O FILTRO UTILIZADO, SEGUE NO PRINT ABAIXO
IMAGE.PNG

ALGUMAS MATR÷CULAS DOS SERVIDORES QUE N«O APARECEM S«O

0967107-2-02-ELMIS;
0399.530-5-04-SILVIA;
0651.427-8-01-RICARDO;
0399.796-0-01-NILTON;
0397.923-7-01- MARNIO;
0397.939-3-01-CINTIA;

PODE, POR GENTILEZA, NOS AJUDAR

OBRIGADA

LOGO	
MARCIA KIKUCHIGER“NCIA DE CONTROLE DE PESSOAL (GECOP)
DIRETORIA DE GEST«O E DESENVOLVIMENTO DE PESSOAS (DGDP)
FONE (48) 3665-1647
MARCIA.KIKUCHISEA.SC.GOV.BR
WWW.PORTALDOSERVIDOR.SC.GOV.BR

";24/02/2022 15:08;7;03/03/2022 00:00;07/03/2022 16:16
56042;SOLICITACAO ALESC;2055/2022 - PAGAMENTO DE SERVIDOR A DISPOSICAO;CONCLUIDA;Eneida de Farias Bastos;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 25/02/2022 00:00:00

N£mero: 2055/2022

Assunto: PAGAMENTO DE SERVIDOR A DISPOSICAO

Cadastrador: GRAZIELA MELLER MILANEZE

M¢dulo/Sub-m¢dulo/Funcionalidade: PAGAMENTOS\RELATORIOS E CONSULTAS\02.CONSULTA CONTRA-CHEQUE

Descriá∆o: 
Boa tarde

verificamos a falta de pagamento no màs de fevereiro da Funá∆o Gratificada do servidor Ö disposiá∆o, matr°cula 11019.

Solicitamos tambÇm um levantamento dos demais servidores.

Att

Graziela

";25/02/2022 17:26;4;22/03/2023 00:00;22/03/2023 16:25
56079;SOLICITACAO INTERNA;Sprint 5 - Atividades;CONCLUIDA;Eneida de Farias Bastos;OPERACAO;\FUNC\Sprints 2022\Sprint 5;;02/03/2022 12:41;3;11/03/2022 00:00;14/03/2022 08:06
56144;SOLICITACAO SC;17277/2022 - SOLICITACAO SGPE - SCPREV 25/2022;CONCLUIDA;Igor Fernando Contreras Alarcon;OPERACAO;\FUNC\Sprints 2022\Sprint 6;"Informaá‰es principais
Data da solicitaá∆o: 04/03/2022 00:00:00

N£mero: 17277/2022

Assunto: SOLICITACAO SGPE - SCPREV 25/2022

Cadastrador: ALEXANDRE CAVALHERO

M¢dulo/Sub-m¢dulo/Funcionalidade:  NAO INFORMADO  

Descriá∆o: 
DE ACORDO COM O PROCESSO SGPE - SCPREV 25/2022, COM A DESCRIÄ«O -- INFORMAÄÂES PARA AUXILIAR A SEF NOS CµLCULOS DA REPERCUSS«O FINANCEIRA COM O DESEMBOLSO PARA O PAGAMENTO DO BENEF÷CIO ESPECIAL (LC 795/2022).
ê REQUERIDO QUE SE REPASSE OS DADOS ELENCADOS NA SOLICITAÄ«O 11/2022 DA SCPREV (ANEXO AQUI).

";04/03/2022 16:47;19;25/03/2022 00:00;25/03/2022 10:15
56170;SOLICITACAO ALESC;2061/2022 - TROCA DE TIPO DE PLANO DE SAUDE;CONCLUIDA;Andrey Lopes;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 08/03/2022 00:00:00

N£mero: 2061/2022

Assunto: TROCA DE TIPO DE PLANO DE SAUDE

Cadastrador: LAURA CELESTE JAEGER GUBERT

M¢dulo/Sub-m¢dulo/Funcionalidade: COORD. DE BENEFICIOS\AUXILIO SAUDE\MANTER REQUERIMENTO AUXILIO SAUDE

Descriá∆o: 
 Tipo de operadora plano de sa£de inserido erroneamente como SC SAÈDE quando na realidade seria AVULSO. Contar a partir de 20/12/2021.

4330

";08/03/2022 12:36;6;10/03/2022 00:00;11/03/2022 09:17
56173;SOLICITACAO SC;17283/2022 - PM - RELATORIO CONTROLE GERENCIAL;CONCLUIDA;Igor Fernando Contreras Alarcon;CORRECAO DE DADOS;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 08/03/2022 00:00:00

N£mero: 17283/2022

Assunto: PM - RELATORIO CONTROLE GERENCIAL

Cadastrador: GISELE FAFFE PELLEGRINI

M¢dulo/Sub-m¢dulo/Funcionalidade: CONTROLE GERENCIAL\01.RELATORIOS GERENCIAIS\04.RESUMO DE CARGOS-POR LOTACAO/CARREIRA/MUNICIPIO

Descriá∆o: 
O PM SD PM MAT 0928634-9-01 MAIKO FELIPE DA FONSECA, N«O ESTµ SENDO LISTADO 
EM RELATORIOS GERENCIAS/04. RESUMO DE CARGOS POR LOTAÄ«O, CAREIRA E MUNIC÷PIO.

";08/03/2022 14:16;5;11/03/2022 00:00;11/03/2022 15:59
56182;SOLICITACAO MACEIO;14284/2022 - ANULAR POSSE  CARGO COMISSIONADO DE UM SERVIDOR EFETIVO.;CONCLUIDA;Eneida de Farias Bastos;CORRETIVA;\FUNC\Sprints 2022\Sprint 16;"Informaá‰es principais
Data da solicitaá∆o: 03/03/2022 00:00:00

N£mero: 14284/2022

Assunto: ANULAR POSSE  CARGO COMISSIONADO DE UM SERVIDOR EFETIVO.

Cadastrador: FABIO CORREIA GAMA

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\CARGO EM COMISSAO\01.MANTER COMISSIONADO NO MESMO VINCULO

Descriá∆o: 
N«O FOI POSSIVEL ANULAR UMA POSSSE DE CARGO COMISSIONADO DE UM SERVIDOR EFEITVO.
EXEMPLO MATRICULA 940807-0.

";08/03/2022 16:39;4;16/08/2022 00:00;16/08/2022 10:51
56189;SOLICITACAO MACEIO;14282/2022 - AJUSTES EM DADOS MIGRADOS DE 1991 A 2002;CONCLUIDA;Igor Fernando Contreras Alarcon;OPERACAO;\FUNC\Sprints 2022\Sprint 15;"Informaá‰es principais
Data da solicitaá∆o: 21/02/2022 00:00:00

N£mero: 14282/2022

Assunto: AJUSTES EM DADOS MIGRADOS DE 1991 A 2002

Cadastrador: MARIA DA GLORIA BATISTA MARTINS

M¢dulo/Sub-m¢dulo/Funcionalidade: PAGAMENTOS\RELATORIOS E CONSULTAS\02.CONSULTA CONTRA-CHEQUE

Descriá∆o: 

 1.AP‡S REUNI«O TêCNICA FICOU DETECTADO QUE EXISTEM ALGUNS REGISTROS QUE DIVERGEM OS VALORES SOMADOS DAS VERBAS COM A TABELA DE TOTALIZACÂES.



2.  SOLICITO AJUSTES PARA QUE OS TOTALIZADORES  FIQUEM IGUAIS AO SOMAT‡RIO DAS VERBAS DE TODO O PER÷ODO DA FOLHA DE PAGAMENTO, DESDE 1991 A 2022. O ADMINISTRADOR DE BANCO DE DADOS PODE ATUALIZAR  OS REGISTROS TOMANDO COMO REFERENCIA AS VERBAS, OS TOTALIZADORES SER«O SOMADOS CONFORME AS VERBAS E ATUALIZADOS,  E DEVE O PESSOAL AVALIAR SE TEM MAIS CASOS E CORRIGIR TODOS.

";08/03/2022 17:10;17;20/03/2023 00:00;20/03/2023 09:26
56239;SOLICITACAO SC;17291/2022 - SEA - INCONSISTENCIAS NA PROGRESSAO FUNCIONAL SES;CONCLUIDA;Eneida de Farias Bastos;CORRETIVA;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 10/03/2022 00:00:00

N£mero: 17291/2022

Assunto: SEA - INCONSISTENCIAS NA PROGRESSAO FUNCIONAL SES

Cadastrador: TATIANE TOMASI ROCHA

M¢dulo/Sub-m¢dulo/Funcionalidade: DESENV FUNCIONAL\PROGRESSAO-PROMOCAO\03.MANTER PROGRESSAO FUNCIONAL

Descriá∆o: 
ENEIDA,

OS CASOS DA VALIDAÄ«O DO CURR÷CULO VI QUE FALTA ELES PARAMETRIZAREM OS PRê-REQUISITOS NA CARREIRA.
QUANTO A DISPOSIÄ«O, VOC“ Jµ HAVIA AJUSTADO RECENTEMENTE. SERµ QUE N«O FOI COLOCADO EM PRODUÄ«O OU ALGUM PACOTE COM PROBLEMA
O CASO DO AFASTAMENTO N«O ENCONTREI ALGO QUE JUSTIFIQUE.

--------------------------------------------------------------------

INCONSIST“NCIAS NA PROGRESS«O FUNCIONAL - SES
CAIXA DE ENTRADA

SORAIA DA SOLER DARIO GORINI
9 DE MAR. DE 2022 1827 (Hµ 19 HORAS)
PARA MIM, MILLE

PREZADA TATIANE,

BOA TARDE

AO PROCESSAR A REGRA DA PROGRESS«O FUNCIONAL NO M“S DE MARÄO DE 2022, 
NA SECRETARIA DE ESTADO DA SAÈDE, ENCONTRAMOS ALGUMAS INCONSIST“NCIAS NO SISTEMA, REFERENTE ∑S SEGUINTES MATR÷CULAS, CONFORME SEGUE

CARGO ANT  - N«O PROMOVIDOS

0360521-3-01 - CRISTINA LUDERTE, POSSUI O MOTIVO DA DISPOSIÄ«O, MAS SE ENCONTRA NO PER÷ODO AQUISITIVO NA SEA ( ‡RG«O PERMITIDO).

CARGO ANS - N«O PROMOVIDOS

0278993-0-03 - MARICI SOUZA, POSSUI O MOTIVO DA DISPOSIÄ«O, MAS SE ENCONTRA NO PER÷ODO AQUISITIVO NA SEA.( ‡RG«O PERMITIDO).

0667143-8-02 - CAROLINA TEIXEIRA - POSSUI AFASTAMENTO, MAS N«O ENCONTREI ESSE  AFASTAMENTO QUE IMPEDE A PROGRESS«O.

ANT - PROMOVIDOS
0363000-5-01 - ALEXSANDRA BERNADETE - N«O POSSUI A ESCOLARIDADE EXIGIDA DE 2ß GRAU E TEVE DIREITO A PROGRESS«O.

ANA - PROMOVIDOS
0242626-9-01 - JOSê WALDIN TEIXEIRA - N«O POSSUI O ENSINO FUNDAMENTAL COMPLETO E TEVE DIREITO A PROGRESS«O.

ADEMAIS, ESTOU ∑ DISPOSIÄ«O.

ATENCIOSAMENTE ,

SORAIA DA SOLER DARIO
GER“NCIA DE CONTROLE DE PESSOAL
DIRETORIA DE GEST«O E DESENVOLVIMENTO DE PESSOAS
SECRETARIA DE ESTADO DA ADMINISTRAÄ«O
CONTATO 36651574

";10/03/2022 14:07;17;17/03/2022 00:00;18/03/2022 09:27
56243;SOLICITACAO ALESC;2066/2022 - CORRIGIR ATRIBUTO DE FC EM VIGENCIA PASSADA;CONCLUIDA;Eneida de Farias Bastos;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 10/03/2022 00:00:00

N£mero: 2066/2022

Assunto: CORRIGIR ATRIBUTO DE FC EM VIGENCIA PASSADA

Cadastrador: LUIZ EDUARDO DE SOUZA

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\FUNCAO DE CHEFIA\01.DESIGNAR SERVIDOR EM FUNCAO DE CHEFIA

Descriá∆o: 
Favor corrigir a funá∆o de chefia das FGs para que possam cumular com as retribuiá‰es financeiras de policiais penais,
 civis e delegados.

";10/03/2022 15:45;2;18/03/2022 00:00;18/03/2022 09:12
56306;SOLICITACAO SC;17316/2022 - SED - CORRECAO DE DADOS PARA MOVIMENTACAO;CONCLUIDA;Igor Fernando Contreras Alarcon;CORRECAO DE DADOS;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 14/03/2022 00:00:00

N£mero: 17316/2022

Assunto: SED - CORRECAO DE DADOS PARA MOVIMENTACAO

Cadastrador: GISELE FAFFE PELLEGRINI

M¢dulo/Sub-m¢dulo/Funcionalidade: MOVIMENTACAO\MOVIMENTACAO NO AGRUPAMENTO\01.MANTER MOVIMENTACAO

Descriá∆o: 
SED, PARA DANIELA MOREIRA TOMASI , MATR÷CULA 679.004-6-01, AO TENTAR FINALIZAR A MOVIMENTAÄ«O 01009 DESIGNAÄ«O PARA PRESTAR SERVIÄOS EM 31/12/2021, VEM A MSG DE CRITICA QUE OS DADOS FORAM MIGRADOS, E N«O TEM INFORMAÄ«O SUFICIENTE 
N«O ESTOU CONSEGUINDO FINALIZAR A MOVIMENTAÄ«O

";14/03/2022 16:11;8;18/03/2022 00:00;25/03/2022 10:16
56312;SOLICITACAO ALESC;2070/2022 - CORRIGIR REMUNERACAO NA DESIGNACAO DE FC;CONCLUIDA;Andrey Lopes;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 14/03/2022 00:00:00

N£mero: 2070/2022

Assunto: CORRIGIR REMUNERACAO NA DESIGNACAO DE FC

Cadastrador: LUIZ EDUARDO DE SOUZA

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\FUNCAO DE CHEFIA\01.DESIGNAR SERVIDOR EM FUNCAO DE CHEFIA

Descriá∆o: 
Favor alterar a remuneraá∆o da designaá∆o de FC do màs de fevereiro da matr°cula 1383 para n∆o remunerado.

";14/03/2022 17:16;6;15/03/2022 00:00;16/03/2022 08:50
56319;SOLICITACAO INTERNA;Sprint 6 - Atividades;CONCLUIDA;Eneida de Farias Bastos;;\FUNC\Sprints 2022\Sprint 6;;14/03/2022 18:20;0;27/04/2022 00:00;27/04/2022 10:51
56331;SOLICITACAO ALESC;2071/2022 - AVERBACAO DE GRADUACAO E POS GRADUACAO;CONCLUIDA;Andrey Lopes;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 15/03/2022 00:00:00

N£mero: 2071/2022

Assunto: AVERBACAO DE GRADUACAO E POS GRADUACAO

Cadastrador: DANIELA CRISTINA BENTO ALENCAR

M¢dulo/Sub-m¢dulo/Funcionalidade: DESENV FUNCIONAL\CURRICULO\01.MANTER FORMACAO/CARTEIRA

Descriá∆o: 
NECESSITAMOS DA POSSIBILIDADE DE AVERBAÄ«O DE GRADUAÄ«O E P‡S GRADUAÄ«O SEM GERAR EFEITO NA FOLHA DE PAGAMENTO, APENAS PARA EFEITO DE AVERBAÄ«O. (PARA O CASO DE SERVIDORES QUE Jµ RECEBEM ADICIONAL DE P‡S GRADUAÄ«O.)



";15/03/2022 10:32;6;15/03/2022 00:00;18/03/2022 10:05
56413;SOLICITACAO SC;17345/2022 - SED - DESIGNAR FC DE CHEFIA;CONCLUIDA;Eneida de Farias Bastos;CORRETIVA;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 17/03/2022 00:00:00

N£mero: 17345/2022

Assunto: SED - DESIGNAR FC DE CHEFIA

Cadastrador: GISELE FAFFE PELLEGRINI

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\FUNCAO DE CHEFIA\01.DESIGNAR SERVIDOR EM FUNCAO DE CHEFIA

Descriá∆o: 
NA  SED, CPF 019.000.559-96, FOI ALTERADO O LOCAL DA FC DE CHEFIA, PARA A UNIDADE ASSESSORIA DE COMUNICAÄÄ«O
 QUE FOI CRIADA HOJE (17/03/2022). FIZ A ALTERAÄ«O DO LOCAL DA FC  E COLOQUEI A DATA DE HOJE,
 DE ACORDO COM A VIGENCIA DA NOVA UNIDADE, MAS A FC  N«O ESTµ SENDO MAIS EXIBIDA NA FUNCIONALIDADE 01. DESIGNAR FC DE CHEFIA.
A ALTERAÄ«O ESTµ REFLETIDA CORRETAMENTE NA RELAÄ«O DE  VINCULO.


GISELE SOLICITOU VERIFICAR O PROBLEMA REFERENTE AO CPF 022.714.079-66 NESTE CHAMADO POR DIZER RESPEITO AO MESMO ASSUNTO - QUE N«O ESTµ APARECENDO 
O LOCAL DE TRABALHO - VIA WHATTSAPP

";17/03/2022 18:37;14;25/03/2022 00:00;25/03/2022 10:12
56426;SOLICITACAO MACEIO;14289/2022 - ANULACAO DE EXONERACAO DE COMISSIONADO PURO NAO ATIVOU O COMISSIONADO PURO;CONCLUIDA;Eneida de Farias Bastos;EVOLUTIVA;\FUNC\Sprints 2022\Sprint 18;"Informaá‰es principais
Data da solicitaá∆o: 18/03/2022 00:00:00

N£mero: 14289/2022

Assunto: ANULACAO DE EXONERACAO DE COMISSIONADO PURO NAO ATIVOU O COMISSIONADO PURO

Cadastrador: SERGIO MALTA BARROS

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\CARGO EM COMISSAO\06.EXONERAR/DISPENSAR CARGO EM COMISSAO

Descriá∆o: 
AP‡S A EXONERAÄ«O SAIU UMA PORTARIA TORNANDO SEM EFEITO A EXONERAÄ«O.

MATRICULA Nß 954432-1

";18/03/2022 13:45;3;09/03/2023 00:00;09/03/2023 12:06
56453;SOLICITACAO SC;17353/2022 - PM - NOTA DE TRANSFERENCIA GERA UMA TELA SEM O NOME DO DIRETOR DA DP;CONCLUIDA;Andrey Lopes;EVOLUTIVA;\FUNC\Sprints 2022\Sprint 7;"Informaá‰es principais
Data da solicitaá∆o: 21/03/2022 00:00:00

N£mero: 17353/2022

Assunto: PM - NOTA DE TRANSFERENCIA GERA UMA TELA SEM O NOME DO DIRETOR DA DP

Cadastrador: MARCEL FIGUEIRO NUNES

M¢dulo/Sub-m¢dulo/Funcionalidade: MOVIMENTACAO\MOVIMENTACAO MILITARES\Manter despacho

Descriá∆o: 
OBSERVAÄ«O IMPORTANTE

PROBLEMA OCORREU AP‡S SUBSTITUIRMOS A FUNÄ«O DE CHEFIA POR CARGO COMISSIONADO FG.


---------- FORWARDED MESSAGE ---------
DE GER“NCIA DO SIRH 
DATE QUI., 17 DE MAR. DE 2022 ∑S 1833
SUBJECT NOTA Nß 1.067/SIRH/2022 MAU FUNCIONAMENTO DO SIGRH NO ITEM MOVIMENTAÄ«O
TO GISELE PELLEGRINI , DP 2 CHEFIA 


NOTA Nß 1.067/SIRH/2022


∑ SRA GISELE 


CUMPRIMENTANDO V. SA. CORDIALMENTE, INFORMO SUPOSTO MAL FUNCIONAMENTO DO SIGRH NO ITEM

- MOVIMENTAÄ«O > MOVIMENTAÄ«O MILITARES > 02 DESPACHOS (VER ANEXO 1).

- COM DATA IN÷CIO EM 17/12/2021, ASSINALANDO NA ""SITUAÄ«O DO PEDIDO"" ""EMITIR NOTA DE TRANSFER“NCIA"", CLICANDO EM ""LISTAR"" , E SELECIONANDO UM NOME LISTADO, E, CLICANDO EM ""NOTA DE TRANSFER“NCIA""  (VER ANEXO 2);

- GERA UMA TELA SEM O NOME DO DIRETOR DA DP (VER ANEXO 3);

- E AO CLICAR EM GERAR NOTA, COM OS DADOS DA FOTO, OCASIONA O ERRO NUMERADO 1952744 (VER ANEXO 4).


ATENCIOSAMENTE,


MARCOS RANULFO DE MELO
TEN CEL PM GERENTE DO SIGRH
DIRETORIA DE PESSOAL
QUARTEL DO COMANDO GERAL - QCG
RUA VISCONDE DE OURO PRETO, 549 - CENTRO - FLORIAN‡POLIS - SC
CEP 88.020-040, FONE (48) 3229-6342/3229-6343/3229-6346
EMAIL GSIRHPM.SC.GOV.BR

TRS. SGT MENEGOTTO 

";21/03/2022 12:37;15,5;06/04/2022 00:00;06/04/2022 08:42
56478;SOLICITACAO ALESC;2075/2022 - FINALIZAR REQUERIMENTO AUX. SAUDE E INSERIR NOVO.;CONCLUIDA;Eneida de Farias Bastos;OPERACAO;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 22/03/2022 00:00:00

N£mero: 2075/2022

Assunto: FINALIZAR REQUERIMENTO AUX. SAUDE E INSERIR NOVO. 

Cadastrador: LAURA CELESTE JAEGER GUBERT

M¢dulo/Sub-m¢dulo/Funcionalidade: COORD. DE BENEFICIOS\AUXILIO SAUDE\MANTER REQUERIMENTO AUXILIO SAUDE

Descriá∆o: 
 Solicito finalizar requerimento Aux. Sa£de do servidor matricula 10461 no dia 31/01/2022 - 
plano SC Sa£de e iniciar novo -plano de sa£de AVULSO, com data de inicio 01/02/2022. Servidor † disposiá∆o.

";22/03/2022 07:53;2;22/03/2022 00:00;22/03/2022 12:04
56489;SOLICITACAO MACEIO;14293/2022 - ALTERAR A FUNCIONALIDADE PARA ARMAZENAR INFORMACOES ADICIONAIS DE RECEBIMENTOS A DISPOSICAO;EXCLUIDO;Eneida de Farias Bastos;EVOLUTIVA;\FUNC;"Informaá‰es principais
Data da solicitaá∆o: 22/03/2022 00:00:00

N£mero: 14293/2022

Assunto: ALTERAR A FUNCIONALIDADE PARA ARMAZENAR INFORMACOES ADICIONAIS DE RECEBIMENTOS A DISPOSICAO

Cadastrador: MARIA DA GLORIA BATISTA MARTINS

M¢dulo/Sub-m¢dulo/Funcionalidade: MOVIMENTACAO\DISPOSICAO FORA DO AGRUPAMENTO\02.RECEBER SERVIDOR A DISPOSICAO

Descriá∆o: 
ALTERAR A FUNCIONALIDADE PARA ARMAZENAR INFORMAÄÂES ADICIONAIS DE RECEBIMENTOS A DISPOSIÄ«O


-- RCM SOLICITADO EM FUNÄ«O DO E-SOCIAL
";22/03/2022 12:27;;;
56502;SOLICITACAO ALESC;2078/2022 - SERVIDOR A DISPOSICAO;CONCLUIDA;Eneida de Farias Bastos;OPERACAO;\FUNC\Sprints 2022\Sprint 7;"Informaá‰es principais
Data da solicitaá∆o: 22/03/2022 00:00:00

N£mero: 2078/2022

Assunto: SERVIDOR A DISPOSICAO

Cadastrador: FERNANDA VIEIRA CAMILLI CASTANHO

M¢dulo/Sub-m¢dulo/Funcionalidade: MOVIMENTACAO\DISPOSICAO FORA DO AGRUPAMENTO\02.RECEBER SERVIDOR A DISPOSICAO

Descriá∆o: 
 O servidor ANDERSON RICHARD NUERNBERG, matr°cula nß 8482 ao ser recebido n∆o foi lanáado que ele veio por convànio do executivo e
 a data de finalizaá∆o. N∆o consigo fazer esse lanáamento pois a cr°tica diz que o servidor j† possui um cargo efetivo ativo. Solicito a correá∆o.

";22/03/2022 16:27;4;31/03/2022 00:00;01/04/2022 19:52
56520;SOLICITACAO MACEIO;14297/2022 - INCLUSAO NO SISTEMA A OPCAO DE PRORROGACAO PARA AS MOVIMENTACOES NO AGRUPAMENTO E FORA DO AGRUPAMENTO PARA OS SERVIDORES CEDIDOS;CONCLUIDA;Igor Fernando Contreras Alarcon;EVOLUTIVA;\FUNC\Sprints 2022\Sprint 9;"Informaá‰es principais
Data da solicitaá∆o: 24/03/2022 00:00:00

N£mero: 14297/2022

Assunto: INCLUSAO NO SISTEMA A OPCAO DE PRORROGACAO PARA AS MOVIMENTACOES NO AGRUPAMENTO E FORA DO AGRUPAMENTO PARA OS SERVIDORES CEDIDOS

Cadastrador: MARIA DA GLORIA BATISTA MARTINS

M¢dulo/Sub-m¢dulo/Funcionalidade: MOVIMENTACAO\DISPOSICAO FORA DO AGRUPAMENTO\01.CEDER SERVIDOR

Descriá∆o: 
INCLUS«O  NO  SISTEMA A OPÄ«O DE PRORROGAÄ«O PARA AS MOVIMENTAÄÂES NO AGRUPAMENTO E FORA DO AGRUPAMENTO PARA OS SERVIDORES CEDIDOS ( A OUTRO ENTE OU ENTRE OS ‡RG«OS DO MUNIC÷PIO ) OU RECEBIDOS ( DE OUTROS ENTES ) UMA VEZ QUE NO MUNIC÷PIO TEM PREVIS«O DE RENOVAÄ«O PRORROGANDO ATRAVêS DE PORTARIA DE CESS«O. 

";24/03/2022 10:25;40;29/04/2022 00:00;16/05/2022 12:08
56530;SOLICITACAO INTERNA;SIGRH/SC - ATENDIMENTO - SUPORTE AO USUµRIO;CANCELADA;Andrey Lopes;OPERACAO;\FUNC;;24/03/2022 14:47;0;;
56531;SOLICITACAO INTERNA;SIGRH/ALESC - ATENDIMENTO SUPORTE AO USUµRIO;CANCELADA;Andrey Lopes;OPERACAO;\FUNC;;24/03/2022 14:49;;;
56532;SOLICITACAO SC;17364/2022 - SEA - RELATORIO PARA FINALIZACAO DAS CARREIRAS GESTORES;CONCLUIDA;Igor Fernando Contreras Alarcon;OPERACAO;\FUNC\Sprints 2022\Sprint 8;"Informaá‰es principais
Data da solicitaá∆o: 24/03/2022 00:00:00

N£mero: 17364/2022

Assunto: SEA - RELATORIO PARA FINALIZACAO DAS CARREIRAS GESTORES

Cadastrador: TATIANE TOMASI ROCHA

M¢dulo/Sub-m¢dulo/Funcionalidade: CADASTRO\CARGO EFETIVO\05.MANTER TRANSFORMACAO DE CARGO/ENQUADRAMENTO

Descriá∆o: 
IGOR, TRATA-SE DE RELAT‡RIO SIMILAR AO QUE FEZ NO ENQUADRAMENTO DA SES.

RE FINALIZAÄ«O DAS CARREIRAS GESTORES
CAIXA DE ENTRADA

MILLE ANNY DE ALBUQUERQUE CASSOL GESSER
TER., 15 DE MAR. 1011 (Hµ 9 DIAS)
PARA MIM

TATIANE,

LISTO A SEGUIR AS CARREIRAS DE GESTOR QUE EU GOSTARIA DE AVERIGUAR A EXIST“NCIA DE OCUPANTES (ATIVOS, INATIVOS E INSTITUIDORES DE PENS«O) PARA QUE POSSAMOS REGULARIZAR A SITUAÄ«O.

QUE O RELAT‡RIO TRAGA INFORMAÄÂES COMPLETAS COM NOME DO ‡RG«O DE LOTAÄ«O E EXERC÷CIO, NOME DO SERVIDOR, CPF, MATR÷CULA, CARREIRA, CARGO, N÷VEL/REFER“NCIA ATUAL, PESQUISANDO PELAS SEGUINTES CARREIRAS

- GESTOR PÈBLICO (GESTOR PUBLICOASSISTENTE JURIDICOGRUPO CLASSE IVASSISTENTE JURIDICO) 
                                   (GESTOR PUBLICOADVOGADOGRUPO CLASSE IVASSISTENTE JURIDICO)
- GESTOR DE REGULAÄ«O E CONTROLE (REGULACAO E CONTROLEADVOGADO AUTARQUICOGRUPO CLASSE IV) 
                                 (REGULACAO E CONTROLEADVOGADO FUNDACIONALGRUPO CLASSE IV)
- GESTOR DE SAÈDE PÈBLICA (GESTOR DE SAUDE PUBLICAANALISTA TECNICO EM GESTAO E PROMOCAO DE SAUDEGRUPO CLASSES I, II, III E IV)


QUALQUER DÈVIDA ESTOU ∑ DISPOSIÄ«O


ATENCIOSAMENTE,

LOGO	
MILLE ANNY DE A. CASSOL GESSER/ GERENTE
GER“NCIA DE CONTROLE DE PESSOAL (GECOP)
GER“NCIA DE POL÷TICAS E DESENVOLVIMENTO DE PESSOAS (GEPOD)
DIRETORIA DE GEST«O E DESENVOLVIMENTO DE PESSOAS (DGDP)
FONE (48) 3665-1800 
           (48) 3665-1569
MILLE.GESSERSEA.SC.GOV.BR
WWW.PORTALDOSERVIDOR.SC.GOV.BR
CENTRAL DE ATENDIMENTO DGDP - (48) 3665-1667 / 3665-1510 / 3665-1546 / 3665-1649

";24/03/2022 15:01;8;22/04/2022 00:00;22/04/2022 14:18
